Date,Cyano,Green.Algae,Diatoms,Total.Conc,Reflection,Mesocosm.No,Pred.Treatment,Heat.Treatment,Treatment,Rep,Period
07/08/2019,1.19,0,2.02,3.21,11,48,Present,Ambient,5,8.2,Ambient.1
07/08/2019,0.93,0,1.7,2.63,11,48,Present,Ambient,5,8,Ambient.1
08/08/2019,0.63,0,2.43,3.06,1,1,Absent,Future,2,1,Heatwave
08/08/2019,0.8,0,3.25,4.05,3,2,Absent,Future,2,2.1,Heatwave
08/08/2019,0.67,0,2.24,2.91,7,2,Absent,Future,2,2.2,Heatwave
08/08/2019,0.64,0,2.64,3.28,9,2,Absent,Future,2,2,Heatwave
08/08/2019,1.02,0,3.29,4.31,11,3,Present,Future,1,1.1,Heatwave
08/08/2019,0.67,0,3.11,3.78,7,3,Present,Future,1,1.2,Heatwave
08/08/2019,0.75,0,2.71,3.46,7,3,Present,Future,1,1,Heatwave
08/08/2019,0.46,0,1.89,2.35,19,4,Present,Future,1,2.1,Heatwave
08/08/2019,0.92,0,3.64,4.56,7,4,Present,Future,1,2.2,Heatwave
08/08/2019,1.07,0,3.39,4.46,11,4,Present,Future,1,2,Heatwave
08/08/2019,0.92,0,3.65,4.57,8,5,Absent,Future,2,3.1,Heatwave
08/08/2019,0.92,0,4.08,5,7,5,Absent,Future,2,3.2,Heatwave
08/08/2019,0.78,0,4.05,4.83,3,5,Absent,Future,2,3,Heatwave
08/08/2019,1.17,0,5.77,6.94,7,6,Absent,Future,2,4.1,Heatwave
08/08/2019,0.54,0,2.39,2.93,6,6,Absent,Future,2,4.2,Heatwave
08/08/2019,0.77,0,3.6,4.37,4,6,Absent,Future,2,4,Heatwave
08/08/2019,1.12,0,4.18,5.3,10,7,Present,Future,1,3.1,Heatwave
08/08/2019,0.96,0,3.24,4.2,11,7,Present,Future,1,3.2,Heatwave
08/08/2019,0.72,0,3.07,3.79,16,7,Present,Future,1,3,Heatwave
08/08/2019,0.56,0,1.31,1.87,17,8,Present,Future,1,4.1,Heatwave
08/08/2019,0.61,0,1.74,2.35,15,8,Present,Future,1,4.2,Heatwave
08/08/2019,0.77,0,1.77,2.54,15,8,Present,Future,1,4,Heatwave
08/08/2019,0.75,0,3.15,3.9,3,9,Absent,Future,2,5.1,Heatwave
08/08/2019,0.91,0,3.43,4.34,1,9,Absent,Future,2,5.2,Heatwave
08/08/2019,0.68,0,2.42,3.1,3,9,Absent,Future,2,5,Heatwave
08/08/2019,0.53,0,1.41,1.94,7,10,Absent,Future,2,6.1,Heatwave
08/08/2019,0.6,0,3.04,3.64,4,10,Absent,Future,2,6.2,Heatwave
08/08/2019,0.54,0,2.05,2.59,2,10,Absent,Future,2,6,Heatwave
08/08/2019,0.87,0,3.69,4.56,7,11,Present,Future,1,5.1,Heatwave
08/08/2019,0.83,0,1.88,2.71,12,11,Present,Future,1,5.2,Heatwave
08/08/2019,1.38,0,3.14,4.52,12,11,Present,Future,1,5,Heatwave
08/08/2019,1.03,0,3.78,4.81,5,12,Present,Future,1,6.1,Heatwave
08/08/2019,0.52,0,2.6,3.12,6,12,Present,Future,1,6.2,Heatwave
08/08/2019,0.63,0,2.47,3.1,11,12,Present,Future,1,6,Heatwave
08/08/2019,0.73,0,2.65,3.38,1,13,Absent,Future,2,7.1,Heatwave
08/08/2019,0.51,0,3.24,3.75,1,13,Absent,Future,2,7.2,Heatwave
08/08/2019,0.51,0,1.53,2.04,4,13,Absent,Future,2,7,Heatwave
08/08/2019,0.54,0,3.8,4.34,2,14,Absent,Future,2,8.1,Heatwave
08/08/2019,0.75,0,3.01,3.76,1,14,Absent,Future,2,8.2,Heatwave
08/08/2019,0.76,0,2.95,3.71,2,14,Absent,Future,2,8,Heatwave
08/08/2019,0.66,0,2.31,2.97,15,15,Present,Future,1,7.1,Heatwave
08/08/2019,0.55,0,1.9,2.45,14,15,Present,Future,1,7.2,Heatwave
08/08/2019,0.9,0,2.53,3.43,14,15,Present,Future,1,7,Heatwave
08/08/2019,0.5,0,1.32,1.82,15,16,Present,Future,1,8.1,Heatwave
08/08/2019,0.56,0,1.86,2.42,16,16,Present,Future,1,8.2,Heatwave
08/08/2019,0.95,0,3.28,4.23,11,16,Present,Future,1,8,Heatwave
08/08/2019,0.54,0,1.56,2.1,19,17,Absent,Current,4,1,Heatwave
08/08/2019,0.56,0,1.99,2.55,8,18,Absent,Current,4,2.1,Heatwave
08/08/2019,0.49,0,1.9,2.39,2,18,Absent,Current,4,2.2,Heatwave
08/08/2019,0.12,0,0.44,0.56,8,18,Absent,Current,4,2,Heatwave
08/08/2019,0.97,0,3.21,4.18,9,19,Present,Current,3,1.1,Heatwave
08/08/2019,0.99,0,2.83,3.82,8,19,Present,Current,3,1.2,Heatwave
08/08/2019,1.06,0,3.7,4.76,5,19,Present,Current,3,1,Heatwave
08/08/2019,0.47,0,1.99,2.46,9,20,Present,Current,3,2.1,Heatwave
08/08/2019,0.8,0,3.42,4.22,7,20,Present,Current,3,2.2,Heatwave
08/08/2019,0.82,0,3.55,4.37,8,20,Present,Current,3,2,Heatwave
08/08/2019,0.91,0,3.64,4.55,6,21,Absent,Current,4,3.1,Heatwave
08/08/2019,0.51,0,2.9,3.41,4,21,Absent,Current,4,3.2,Heatwave
08/08/2019,0.61,0,2.94,3.55,0,21,Absent,Current,4,3,Heatwave
08/08/2019,0.91,0,3.02,3.93,3,22,Absent,Current,4,4.1,Heatwave
08/08/2019,0.74,0,2.92,3.66,2,22,Absent,Current,4,4.2,Heatwave
08/08/2019,0.71,0,2.82,3.53,1,22,Absent,Current,4,4,Heatwave
08/08/2019,0.57,0,2.36,2.93,10,23,Present,Current,3,3.1,Heatwave
08/08/2019,0.8,0,2.54,3.34,10,23,Present,Current,3,3.2,Heatwave
08/08/2019,0.82,0,2.18,3,13,23,Present,Current,3,3,Heatwave
08/08/2019,0.54,0,1.76,2.3,13,24,Present,Current,3,4.1,Heatwave
08/08/2019,0.66,0,2,2.66,11,24,Present,Current,3,4.2,Heatwave
08/08/2019,0.8,0,2.35,3.15,10,24,Present,Current,3,4,Heatwave
08/08/2019,0.81,0,3.33,4.14,6,25,Absent,Current,4,5.1,Heatwave
08/08/2019,0.64,0,3.01,3.65,7,25,Absent,Current,4,5.2,Heatwave
08/08/2019,0.5,0,2.94,3.44,2,25,Absent,Current,4,5,Heatwave
08/08/2019,0.6,0,2.82,3.42,12,26,Absent,Current,4,6.1,Heatwave
08/08/2019,0.64,0,2.69,3.33,5,26,Absent,Current,4,6.2,Heatwave
08/08/2019,0.52,0,2.17,2.69,3,26,Absent,Current,4,6,Heatwave
08/08/2019,0.44,0,2.42,2.86,5,27,Present,Current,3,5.1,Heatwave
08/08/2019,0.48,0,2.04,2.52,10,27,Present,Current,3,5.2,Heatwave
08/08/2019,0.71,0,2.64,3.35,8,27,Present,Current,3,5,Heatwave
08/08/2019,0.95,0,3.61,4.56,4,28,Present,Current,3,6.1,Heatwave
08/08/2019,0.69,0,2.26,2.95,5,28,Present,Current,3,6.2,Heatwave
08/08/2019,0.54,0,2.02,2.56,10,28,Present,Current,3,6,Heatwave
08/08/2019,0.71,0,3.26,3.97,2,29,Absent,Current,4,7.1,Heatwave
08/08/2019,0.61,0,2.07,2.68,2,29,Absent,Current,4,7.2,Heatwave
08/08/2019,0.81,0,3.51,4.32,1,29,Absent,Current,4,7,Heatwave
08/08/2019,0.55,0,1.72,2.27,3,30,Absent,Current,4,8.1,Heatwave
08/08/2019,0.68,0,2.4,3.08,3,30,Absent,Current,4,8.2,Heatwave
08/08/2019,0.82,0,3.45,4.27,1,30,Absent,Current,4,8,Heatwave
08/08/2019,0.59,0.33,1.51,2.43,11,31,Present,Current,3,7.1,Heatwave
08/08/2019,0.84,0,1.96,2.8,12,31,Present,Current,3,7.2,Heatwave
08/08/2019,0.55,0,1.34,1.89,13,31,Present,Current,3,7,Heatwave
08/08/2019,0.68,0,1.78,2.46,6,32,Present,Current,3,8.1,Heatwave
08/08/2019,0.76,0,1.63,2.39,9,32,Present,Current,3,8.2,Heatwave
08/08/2019,0.67,0,1.55,2.22,11,32,Present,Current,3,8,Heatwave
08/08/2019,0.77,0,3.09,3.86,3,33,Absent,Ambient,6,1.1,Ambient.1
08/08/2019,0.59,0,2.4,2.99,4,33,Absent,Ambient,6,1.2,Ambient.1
08/08/2019,0.69,0,2.79,3.48,3,33,Absent,Ambient,6,1,Ambient.1
08/08/2019,0.72,0,2.84,3.56,4,34,Absent,Ambient,6,2.1,Ambient.1
08/08/2019,0.97,0,4.11,5.08,5,34,Absent,Ambient,6,2.2,Ambient.1
08/08/2019,0.69,0,2.93,3.62,3,34,Absent,Ambient,6,2,Ambient.1
08/08/2019,0.79,0,2.45,3.24,14,35,Present,Ambient,5,1.1,Ambient.1
08/08/2019,0.67,0,2.64,3.31,11,35,Present,Ambient,5,1.2,Ambient.1
08/08/2019,0.53,0,1.95,2.48,17,35,Present,Ambient,5,1,Ambient.1
08/08/2019,0.95,0,3.72,4.67,3,36,Present,Ambient,5,2.1,Ambient.1
08/08/2019,0.93,0,3.47,4.4,8,36,Present,Ambient,5,2.2,Ambient.1
08/08/2019,0.88,0,3.4,4.28,7,36,Present,Ambient,5,2,Ambient.1
08/08/2019,0.47,0,1.71,2.18,7,37,Absent,Ambient,6,3.1,Ambient.1
08/08/2019,0.61,0,3.08,3.69,2,37,Absent,Ambient,6,3.2,Ambient.1
08/08/2019,0.71,0,3.04,3.75,1,37,Absent,Ambient,6,3,Ambient.1
08/08/2019,0.6,0,1.89,2.49,4,38,Absent,Ambient,6,4.1,Ambient.1
08/08/2019,0.63,0,2.95,3.58,5,38,Absent,Ambient,6,4.2,Ambient.1
08/08/2019,0.48,0,2.99,3.47,3,38,Absent,Ambient,6,4,Ambient.1
08/08/2019,0.5,0,1.45,1.95,6,39,Present,Ambient,5,3.1,Ambient.1
08/08/2019,0.67,0,2.09,2.76,7,39,Present,Ambient,5,3.2,Ambient.1
08/08/2019,0.58,0,1.9,2.48,11,39,Present,Ambient,5,3,Ambient.1
08/08/2019,0.61,0,1.94,2.55,6,40,Present,Ambient,5,4.1,Ambient.1
08/08/2019,0.41,0,1.34,1.75,14,40,Present,Ambient,5,4.2,Ambient.1
08/08/2019,0.55,0,2.37,2.92,7,40,Present,Ambient,5,4,Ambient.1
08/08/2019,0.61,0,1.97,2.58,6,41,Absent,Ambient,6,5.1,Ambient.1
08/08/2019,0.61,0,1.95,2.56,5,41,Absent,Ambient,6,5.2,Ambient.1
08/08/2019,0.71,0,2.23,2.94,3,41,Absent,Ambient,6,5,Ambient.1
08/08/2019,0.52,0.2,1.26,1.98,4,42,Absent,Ambient,6,6.1,Ambient.1
08/08/2019,0.52,0.01,1.75,2.28,4,42,Absent,Ambient,6,6.2,Ambient.1
08/08/2019,0.54,0,2.01,2.55,1,42,Absent,Ambient,6,6,Ambient.1
08/08/2019,0.86,0,3.53,4.39,8,43,Present,Ambient,5,5.1,Ambient.1
08/08/2019,0.67,0,2.54,3.21,10,43,Present,Ambient,5,5.2,Ambient.1
08/08/2019,0.73,0,2.69,3.42,10,43,Present,Ambient,5,5,Ambient.1
08/08/2019,1.14,0,3.83,4.97,8,44,Present,Ambient,5,6.1,Ambient.1
08/08/2019,0.57,0,1.95,2.52,16,44,Present,Ambient,5,6.2,Ambient.1
08/08/2019,0.59,0,2.21,2.8,14,44,Present,Ambient,5,6,Ambient.1
08/08/2019,0.59,0,2.17,2.76,6,45,Absent,Ambient,6,7.1,Ambient.1
08/08/2019,0.6,0,2.05,2.65,3,45,Absent,Ambient,6,7.2,Ambient.1
08/08/2019,0.6,0,2.33,2.93,2,45,Absent,Ambient,6,7,Ambient.1
08/08/2019,0.77,0,3.24,4.01,2,46,Absent,Ambient,6,8.1,Ambient.1
08/08/2019,0.63,0,1.87,2.5,2,46,Absent,Ambient,6,8.2,Ambient.1
08/08/2019,0.6,0,1.98,2.58,4,46,Absent,Ambient,6,8,Ambient.1
08/08/2019,0.43,0,1.35,1.78,9,47,Present,Ambient,5,7.1,Ambient.1
08/08/2019,0.78,0,2.73,3.51,4,47,Present,Ambient,5,7.2,Ambient.1
08/08/2019,0.54,0,2.55,3.09,3,47,Present,Ambient,5,7,Ambient.1
08/08/2019,1.15,0,5.54,6.69,8,48,Present,Ambient,5,8.1,Ambient.1
08/08/2019,1.19,0,2.07,3.26,10,48,Present,Ambient,5,8.2,Ambient.1
08/08/2019,0.83,0,2.16,2.99,10,48,Present,Ambient,5,8,Ambient.1
09/08/2019,0.46,0,1.9,2.36,2,1,Absent,Future,2,1,Recovery
09/08/2019,0.79,0,3.07,3.86,1,2,Absent,Future,2,2.1,Recovery
09/08/2019,0.58,0,2.62,3.2,3,2,Absent,Future,2,2.2,Recovery
09/08/2019,0.5,0,2.24,2.74,6,2,Absent,Future,2,2,Recovery
09/08/2019,0.66,0,1.74,2.4,13,3,Present,Future,1,1.1,Recovery
09/08/2019,0.53,0,2.15,2.68,8,3,Present,Future,1,1.2,Recovery
09/08/2019,0.44,0,1.92,2.36,7,3,Present,Future,1,1,Recovery
09/08/2019,0.45,0,1.62,2.07,12,4,Present,Future,1,2.1,Recovery
09/08/2019,0.84,0,2.22,3.06,10,4,Present,Future,1,2.2,Recovery
09/08/2019,0.91,0,2.66,3.57,13,4,Present,Future,1,2,Recovery
09/08/2019,0.9,0,4.04,4.94,9,5,Absent,Future,2,3.1,Recovery
09/08/2019,1.17,0,6.03,7.2,3,5,Absent,Future,2,3.2,Recovery
09/08/2019,0.82,0,4,4.82,2,5,Absent,Future,2,3,Recovery
09/08/2019,0.72,0,2.66,3.38,6,6,Absent,Future,2,4.1,Recovery
09/08/2019,0.61,0,2.15,2.76,7,6,Absent,Future,2,4.2,Recovery
09/08/2019,1,0,4.32,5.32,10,6,Absent,Future,2,4,Recovery
09/08/2019,0.91,0,3.28,4.19,9,7,Present,Future,1,3.1,Recovery
09/08/2019,0.86,0,3.01,3.87,8,7,Present,Future,1,3.2,Recovery
09/08/2019,0.79,0,2.68,3.47,10,7,Present,Future,1,3,Recovery
09/08/2019,0.74,0,3.01,3.75,8,8,Present,Future,1,4.1,Recovery
09/08/2019,0.58,0,1.28,1.86,13,8,Present,Future,1,4.2,Recovery
09/08/2019,0.73,0,1.87,2.6,12,8,Present,Future,1,4,Recovery
09/08/2019,0.62,0,2.09,2.71,2,9,Absent,Future,2,5.1,Recovery
09/08/2019,0.85,0,4.19,5.04,1,9,Absent,Future,2,5.2,Recovery
09/08/2019,0.65,0,2.65,3.3,2,9,Absent,Future,2,5,Recovery
09/08/2019,0.46,0,1.3,1.76,4,10,Absent,Future,2,6.1,Recovery
09/08/2019,0.59,0,3.52,4.11,2,10,Absent,Future,2,6.2,Recovery
09/08/2019,0.52,0,2.13,2.65,3,10,Absent,Future,2,6,Recovery
09/08/2019,0.7,0,2.31,3.01,9,11,Present,Future,1,5.1,Recovery
09/08/2019,0.73,0,2.37,3.1,8,11,Present,Future,1,5.2,Recovery
09/08/2019,0.73,0,1.86,2.59,11,11,Present,Future,1,5,Recovery
09/08/2019,0.79,0,2.61,3.4,6,12,Present,Future,1,6.1,Recovery
09/08/2019,0.39,0,1.98,2.37,5,12,Present,Future,1,6.2,Recovery
09/08/2019,0.62,0,2.18,2.8,10,12,Present,Future,1,6,Recovery
09/08/2019,0.68,0,2.78,3.46,1,13,Absent,Future,2,7.1,Recovery
09/08/2019,0.36,0,2.4,2.76,2,13,Absent,Future,2,7.2,Recovery
09/08/2019,0.35,0,1.46,1.81,3,13,Absent,Future,2,7,Recovery
09/08/2019,0.61,0,1.97,2.58,4,14,Absent,Future,2,8.1,Recovery
09/08/2019,0.7,0,3.2,3.9,1,14,Absent,Future,2,8.2,Recovery
09/08/2019,0.82,0,3.04,3.86,1,14,Absent,Future,2,8,Recovery
09/08/2019,0.63,0,2.56,3.19,9,15,Present,Future,1,7.1,Recovery
09/08/2019,0.58,0,2.2,2.78,11,15,Present,Future,1,7.2,Recovery
09/08/2019,0.69,0,1.91,2.6,13,15,Present,Future,1,7,Recovery
09/08/2019,0.54,0,2.33,2.87,9,16,Present,Future,1,8.1,Recovery
09/08/2019,0.57,0,2.06,2.63,14,16,Present,Future,1,8.2,Recovery
09/08/2019,0.92,0,2.98,3.9,10,16,Present,Future,1,8,Recovery
09/08/2019,0.53,0,1.55,2.08,9,17,Absent,Current,4,1,Recovery
09/08/2019,0.54,0,1.79,2.33,2,18,Absent,Current,4,2.1,Recovery
09/08/2019,0.4,0,1.82,2.22,2,18,Absent,Current,4,2.2,Recovery
09/08/2019,0.14,0,0.8,0.94,6,18,Absent,Current,4,2,Recovery
09/08/2019,0.7,0,2.17,2.87,11,19,Present,Current,3,1.1,Recovery
09/08/2019,0.79,0,2.25,3.04,5,19,Present,Current,3,1.2,Recovery
09/08/2019,1.05,0,4.45,5.5,2,19,Present,Current,3,1,Recovery
09/08/2019,0.47,0,1.59,2.06,7,20,Present,Current,3,2.1,Recovery
09/08/2019,0.65,0,3.16,3.81,3,20,Present,Current,3,2.2,Recovery
09/08/2019,0.97,0,3.58,4.55,8,20,Present,Current,3,2,Recovery
09/08/2019,0.65,0,2.47,3.12,3,21,Absent,Current,4,3.1,Recovery
09/08/2019,0.49,0,2.5,2.99,2,21,Absent,Current,4,3.2,Recovery
09/08/2019,0.68,0,2.88,3.56,0,21,Absent,Current,4,3,Recovery
09/08/2019,0.74,0,2.4,3.14,2,22,Absent,Current,4,4.1,Recovery
09/08/2019,0.5,0,2.43,2.93,2,22,Absent,Current,4,4.2,Recovery
09/08/2019,0.68,0,2.15,2.83,1,22,Absent,Current,4,4,Recovery
09/08/2019,0.63,0,2.24,2.87,10,23,Present,Current,3,3.1,Recovery
09/08/2019,0.76,0,2.56,3.32,7,23,Present,Current,3,3.2,Recovery
09/08/2019,0.71,0,2.09,2.8,12,23,Present,Current,3,3,Recovery
09/08/2019,0.58,0,2,2.58,8,24,Present,Current,3,4.1,Recovery
09/08/2019,0.68,0,2.2,2.88,4,24,Present,Current,3,4.2,Recovery
09/08/2019,0.68,0,2.2,2.88,10,24,Present,Current,3,4,Recovery
09/08/2019,0.8,0,3,3.8,9,25,Absent,Current,4,5.1,Recovery
09/08/2019,0.9,0,4.6,5.5,3,25,Absent,Current,4,5.2,Recovery
09/08/2019,0.44,0,3.58,4.02,2,25,Absent,Current,4,5,Recovery
09/08/2019,0.61,0,2.45,3.06,3,26,Absent,Current,4,6.1,Recovery
09/08/2019,0.5,0,3.04,3.54,1,26,Absent,Current,4,6.2,Recovery
09/08/2019,0.56,0,2.96,3.52,1,26,Absent,Current,4,6,Recovery
09/08/2019,0.71,0,3.23,3.94,3,27,Present,Current,3,5.1,Recovery
09/08/2019,0.65,0,2.83,3.48,5,27,Present,Current,3,5.2,Recovery
09/08/2019,0.74,0,2.92,3.66,4,27,Present,Current,3,5,Recovery
09/08/2019,1.02,0,3.45,4.47,6,28,Present,Current,3,6.1,Recovery
09/08/2019,0.62,0,2.34,2.96,3,28,Present,Current,3,6.2,Recovery
09/08/2019,0.57,0,2.08,2.65,7,28,Present,Current,3,6,Recovery
09/08/2019,0.74,0,2.47,3.21,1,29,Absent,Current,4,7.1,Recovery
09/08/2019,0.69,0,2.55,3.24,0,29,Absent,Current,4,7.2,Recovery
09/08/2019,0.45,0,1.49,1.94,2,29,Absent,Current,4,7,Recovery
09/08/2019,0.53,0,1.42,1.95,2,30,Absent,Current,4,8.1,Recovery
09/08/2019,0.48,0,2.89,3.37,2,30,Absent,Current,4,8.2,Recovery
09/08/2019,0.77,0,3.51,4.28,1,30,Absent,Current,4,8,Recovery
09/08/2019,0.6,0.02,1.52,2.14,8,31,Present,Current,3,7.1,Recovery
09/08/2019,0.64,0,1.26,1.9,12,31,Present,Current,3,7.2,Recovery
09/08/2019,0.46,0,1.07,1.53,11,31,Present,Current,3,7,Recovery
09/08/2019,0.87,0,3.29,4.16,5,32,Present,Current,3,8.1,Recovery
09/08/2019,0.8,0,2.4,3.2,2,32,Present,Current,3,8.2,Recovery
09/08/2019,0.68,0,2.25,2.93,7,32,Present,Current,3,8,Recovery
09/08/2019,0.53,0,1.42,1.95,3,33,Absent,Ambient,6,1.1,Ambient.2
09/08/2019,0.52,0,1.7,2.22,2,33,Absent,Ambient,6,1.2,Ambient.2
09/08/2019,0.6,0,1.88,2.48,1,33,Absent,Ambient,6,1,Ambient.2
09/08/2019,0.47,0,1.32,1.79,5,34,Absent,Ambient,6,2.1,Ambient.2
09/08/2019,0.61,0,3.21,3.82,4,34,Absent,Ambient,6,2.2,Ambient.2
09/08/2019,0.5,0,1.58,2.08,3,34,Absent,Ambient,6,2,Ambient.2
09/08/2019,0.51,0,1.24,1.75,9,35,Present,Ambient,5,1.1,Ambient.2
09/08/2019,0.45,0,1.9,2.35,9,35,Present,Ambient,5,1.2,Ambient.2
09/08/2019,0.49,0.17,1.48,2.14,13,35,Present,Ambient,5,1,Ambient.2
09/08/2019,1.08,0,2.87,3.95,5,36,Present,Ambient,5,2.1,Ambient.2
09/08/2019,0.56,0,1.88,2.44,5,36,Present,Ambient,5,2.2,Ambient.2
09/08/2019,0.52,0,1.56,2.08,5,36,Present,Ambient,5,2,Ambient.2
09/08/2019,0.56,0,2.42,2.98,3,37,Absent,Ambient,6,3.1,Ambient.2
09/08/2019,0.39,0,1.3,1.69,3,37,Absent,Ambient,6,3.2,Ambient.2
09/08/2019,0.54,0,2.33,2.87,1,37,Absent,Ambient,6,3,Ambient.2
09/08/2019,0.46,0.04,1.03,1.53,2,38,Absent,Ambient,6,4.1,Ambient.2
09/08/2019,0.58,0,1.9,2.48,4,38,Absent,Ambient,6,4.2,Ambient.2
09/08/2019,0.54,0,1.74,2.28,1,38,Absent,Ambient,6,4,Ambient.2
09/08/2019,0.39,0,1.07,1.46,6,39,Present,Ambient,5,3.1,Ambient.2
09/08/2019,0.55,0,1.71,2.26,4,39,Present,Ambient,5,3.2,Ambient.2
09/08/2019,0.39,0,0.96,1.35,10,39,Present,Ambient,5,3,Ambient.2
09/08/2019,0.46,0,1.33,1.79,4,40,Present,Ambient,5,4.1,Ambient.2
09/08/2019,0.4,0,1.19,1.59,9,40,Present,Ambient,5,4.2,Ambient.2
09/08/2019,0.6,0,1.85,2.45,6,40,Present,Ambient,5,4,Ambient.2
09/08/2019,0.49,0,1.88,2.37,5,41,Absent,Ambient,6,5.1,Ambient.2
09/08/2019,0.47,0,1.66,2.13,4,41,Absent,Ambient,6,5.2,Ambient.2
09/08/2019,0.61,0,1.65,2.26,3,41,Absent,Ambient,6,5,Ambient.2
09/08/2019,0.43,0.42,0.84,1.69,4,42,Absent,Ambient,6,6.1,Ambient.2
09/08/2019,0.44,0,1.56,2,4,42,Absent,Ambient,6,6.2,Ambient.2
09/08/2019,0.44,0.37,1.16,1.97,1,42,Absent,Ambient,6,6,Ambient.2
09/08/2019,0.94,0,4.92,5.86,3,43,Present,Ambient,5,5.1,Ambient.2
09/08/2019,0.46,0,1.74,2.2,5,43,Present,Ambient,5,5.2,Ambient.2
09/08/2019,0.84,0,3.39,4.23,2,43,Present,Ambient,5,5,Ambient.2
09/08/2019,0.79,0,2.17,2.96,9,44,Present,Ambient,5,6.1,Ambient.2
09/08/2019,0.51,0,1.61,2.12,12,44,Present,Ambient,5,6.2,Ambient.2
09/08/2019,0.52,0,2.32,2.84,9,44,Present,Ambient,5,6,Ambient.2
09/08/2019,0.51,0,1.82,2.33,4,45,Absent,Ambient,6,7.1,Ambient.2
09/08/2019,0.58,0,2.52,3.1,0,45,Absent,Ambient,6,7.2,Ambient.2
09/08/2019,0.72,0,3.03,3.75,1,45,Absent,Ambient,6,7,Ambient.2
09/08/2019,0.71,0,2.42,3.13,1,46,Absent,Ambient,6,8.1,Ambient.2
09/08/2019,0.63,0,2.38,3.01,1,46,Absent,Ambient,6,8.2,Ambient.2
09/08/2019,0.55,0,1.84,2.39,2,46,Absent,Ambient,6,8,Ambient.2
09/08/2019,0.56,0,1.8,2.36,7,47,Present,Ambient,5,7.1,Ambient.2
09/08/2019,0.59,0,2.76,3.35,3,47,Present,Ambient,5,7.2,Ambient.2
09/08/2019,0.49,0,1.7,2.19,4,47,Present,Ambient,5,7,Ambient.2
09/08/2019,0.77,0,2.34,3.11,4,48,Present,Ambient,5,8.1,Ambient.2
09/08/2019,1.07,0,2.37,3.44,5,48,Present,Ambient,5,8.2,Ambient.2
09/08/2019,0.72,0,1.92,2.64,5,48,Present,Ambient,5,8,Ambient.2
10/08/2019,0.44,0,2.5,2.94,0,1,Absent,Future,2,1,Recovery
10/08/2019,0.72,0,3.63,4.35,1,2,Absent,Future,2,2.1,Recovery
10/08/2019,0.67,0,2.5,3.17,9,2,Absent,Future,2,2.2,Recovery
10/08/2019,0.45,0,2.63,3.08,4,2,Absent,Future,2,2,Recovery
10/08/2019,0.85,0,3.46,4.31,14,3,Present,Future,1,1.1,Recovery
10/08/2019,0.5,0,2.92,3.42,4,3,Present,Future,1,1.2,Recovery
10/08/2019,0.55,0,2.67,3.22,4,3,Present,Future,1,1,Recovery
10/08/2019,0.71,0,3.14,3.85,13,4,Present,Future,1,2.1,Recovery
10/08/2019,1.02,0,4.18,5.2,6,4,Present,Future,1,2.2,Recovery
10/08/2019,1.32,0,4.92,6.24,10,4,Present,Future,1,2,Recovery
10/08/2019,1.03,0,5.04,6.07,5,5,Absent,Future,2,3.1,Recovery
10/08/2019,0.59,0,3.5,4.09,10,5,Absent,Future,2,3.2,Recovery
10/08/2019,0.56,0,3.77,4.33,1,5,Absent,Future,2,3,Recovery
10/08/2019,1.05,0,4.67,5.72,5,6,Absent,Future,2,4.1,Recovery
10/08/2019,0.53,0,2.57,3.1,5,6,Absent,Future,2,4.2,Recovery
10/08/2019,0.58,0,2.9,3.48,2,6,Absent,Future,2,4,Recovery
10/08/2019,0.96,0,4.65,5.61,6,7,Present,Future,1,3.1,Recovery
10/08/2019,0.96,0,4.01,4.97,7,7,Present,Future,1,3.2,Recovery
10/08/2019,0.9,0,3.41,4.31,9,7,Present,Future,1,3,Recovery
10/08/2019,0.7,0,1.81,2.51,12,8,Present,Future,1,4.1,Recovery
10/08/2019,0.52,0,2.52,3.04,9,8,Present,Future,1,4.2,Recovery
10/08/2019,0.93,0,2.82,3.75,9,8,Present,Future,1,4,Recovery
10/08/2019,0.66,0,2.6,3.26,2,9,Absent,Future,2,5.1,Recovery
10/08/2019,0.88,0,4.37,5.25,0,9,Absent,Future,2,5.2,Recovery
10/08/2019,0.62,0,2.82,3.44,2,9,Absent,Future,2,5,Recovery
10/08/2019,0.53,0,2.66,3.19,3,10,Absent,Future,2,6.1,Recovery
10/08/2019,0.92,0,4.32,5.24,2,10,Absent,Future,2,6.2,Recovery
10/08/2019,0.57,0,2.7,3.27,2,10,Absent,Future,2,6,Recovery
10/08/2019,0.98,0,3.88,4.86,5,11,Present,Future,1,5.1,Recovery
10/08/2019,1,0,3.41,4.41,5,11,Present,Future,1,5.2,Recovery
10/08/2019,0.72,0,2.31,3.03,5,11,Present,Future,1,5,Recovery
10/08/2019,0.89,0,3.34,4.23,4,12,Present,Future,1,6.1,Recovery
10/08/2019,0.52,0,2.69,3.21,3,12,Present,Future,1,6.2,Recovery
10/08/2019,0.81,0,3.2,4.01,7,12,Present,Future,1,6,Recovery
10/08/2019,0.62,0,3.31,3.93,0,13,Absent,Future,2,7.1,Recovery
10/08/2019,0.4,0,3.31,3.71,1,13,Absent,Future,2,7.2,Recovery
10/08/2019,0.39,0,1.69,2.08,4,13,Absent,Future,2,7,Recovery
10/08/2019,0.66,0,2.49,3.15,4,14,Absent,Future,2,8.1,Recovery
10/08/2019,0.71,0,3.28,3.99,2,14,Absent,Future,2,8.2,Recovery
